directory	file	line	function	property kind	status	property
2020/otterness	prog.c	107	H	shift	Unknown	0 ≤ (int)((int)q * (int)q) < 32
2020/otterness	prog.c	107	H	shift	Unknown	0 ≤ (int)q < 32
2020/otterness	prog.c	110	H	ptr_comparison	Unknown	\pointer_comparable((void *)c, (void *)d)
2020/otterness	prog.c	132	J	signed_overflow	Unknown	(int)((int)s - (int)o) << (int)r ≤ 2147483647
2020/otterness	prog.c	132	J	shift	Unknown	0 ≤ (int)((int)s - (int)o)
2020/otterness	prog.c	132	J	shift	Unknown	0 ≤ (int)r < 32
2020/otterness	prog.c	133	J	division_by_zero	Unknown	(int)((int)s + (int)o) ≢ 0
2020/otterness	prog.c	134	J	division_by_zero	Unknown	l ≢ 0
2020/otterness	prog.c	135	J	division_by_zero	Unknown	(u4)r ≢ 0
2020/otterness	prog.c	136	J	division_by_zero	Unknown	n ≢ 0
2020/otterness	prog.c	140	J	division_by_zero	Unknown	(unsigned int)m ≢ 0
2020/otterness	prog.c	147	J	mem_access	Unknown	\valid(t + k)
2020/otterness	prog.c	148	J	mem_access	Unknown	\valid(t + r)
2020/otterness	prog.c	149	J	mem_access	Unknown	\valid(u)
2020/otterness	prog.c	150	J	precondition of memcpy	Unknown	valid_dest: valid_or_empty(dest, n)
2020/otterness	prog.c	150	J	precondition of memcpy	Unknown	valid_src: valid_read_or_empty(src, n)
2020/otterness	prog.c	166	K	shift	Unknown	0 ≤ (int)tmp_3 < 32
2020/otterness	prog.c	167	K	division_by_zero	Unknown	(u4)e ≢ 0
2020/otterness	prog.c	175	K	mem_access	Unknown	\valid(b)
2020/otterness	prog.c	176	K	mem_access	Unknown	\valid(b + (int)(k ≢ 0? 0: 1))
2020/otterness	prog.c	176	K	mem_access	Unknown	\valid_read(b)
2020/otterness	prog.c	177	K	mem_access	Unknown	\valid(b + n)
2020/otterness	prog.c	178	K	initialization	Unknown	\initialized(b + n)
2020/otterness	prog.c	178	K	mem_access	Unknown	\valid(b + o)
2020/otterness	prog.c	178	K	mem_access	Unknown	\valid_read(b + n)
2020/otterness	prog.c	180	K	shift	Unknown	0 ≤ (u4)((u4)o * l) < 32
2020/otterness	prog.c	182	K	mem_access	Unknown	\valid(tmp_8)
2020/otterness	prog.c	183	K	mem_access	Unknown	\valid(tmp_9)
2020/otterness	prog.c	184	K	division_by_zero	Unknown	(u4)(n + (u4)o) ≢ 0
2020/otterness	prog.c	185	K	mem_access	Unknown	\valid(tmp_10)
2020/otterness	prog.c	188	K	mem_access	Unknown	\valid(tmp_12)
2020/otterness	prog.c	189	K	mem_access	Unknown	\valid(d)
2020/otterness	prog.c	191	K	mem_access	Unknown	\valid(tmp_13)
2020/otterness	prog.c	192	K	mem_access	Unknown	\valid(tmp_15)
2020/otterness	prog.c	193	K	precondition of memcpy	Unknown	valid_dest: valid_or_empty(dest, n)
2020/otterness	prog.c	193	K	precondition of memcpy	Unknown	valid_src: valid_read_or_empty(src, n)
2020/otterness	prog.c	196	K	division_by_zero	Unknown	(int)s ≢ 0
2020/otterness	prog.c	198	K	mem_access	Unknown	\valid(tmp_16)
2020/otterness	prog.c	199	K	mem_access	Unknown	\valid(tmp_17)
2020/otterness	prog.c	200	K	mem_access	Unknown	\valid(tmp_18)
2020/otterness	prog.c	201	K	mem_access	Unknown	\valid(d)
2020/otterness	prog.c	202	K	mem_access	Unknown	\valid(c + (u4)(l + (u4)p))
2020/otterness	prog.c	204	K	precondition of fwrite	Unknown	valid_ptr_block: \valid_read((char *)ptr + (0 .. nmemb * size - 1))
2020/otterness	prog.c	204	K	precondition of fwrite	Unknown	valid_stream: \valid(stream)
2020/otterness	prog.c	205	K	precondition of fwrite	Unknown	valid_ptr_block: \valid_read((char *)ptr + (0 .. nmemb * size - 1))
2020/otterness	prog.c	219	main	precondition of fread	Unknown	valid_ptr_block: \valid((char *)ptr + (0 .. nmemb * size - 1))
2020/otterness	prog.c	219	main	precondition of fread	Unknown	valid_stream: \valid(stream)
2020/otterness	prog.c	221	main	division_by_zero	Unknown	n ≢ 0
2020/otterness	prog.c	222	main	initialization	Unknown	\initialized(c + n)
2020/otterness	prog.c	222	main	mem_access	Unknown	\valid_read(c + n)
2020/otterness	prog.c	222	main	initialization	Unknown	\initialized(c + (u4)((u4)m - k))
2020/otterness	prog.c	222	main	mem_access	Unknown	\valid_read(c + (u4)((u4)m - k))
FRAMAC_SHARE/libc	stdio.h	353	fread	precondition	Unknown	valid_ptr_block: \valid((char *)ptr + (0 .. nmemb * size - 1))
FRAMAC_SHARE/libc	stdio.h	354	fread	precondition	Unknown	valid_stream: \valid(stream)
FRAMAC_SHARE/libc	stdio.h	366	fwrite	precondition	Unknown	valid_ptr_block: \valid_read((char *)ptr + (0 .. nmemb * size - 1))
FRAMAC_SHARE/libc	stdio.h	367	fwrite	precondition	Unknown	valid_stream: \valid(stream)
FRAMAC_SHARE/libc	string.h	95	memcpy	precondition	Unknown	valid_dest: valid_or_empty(dest, n)
FRAMAC_SHARE/libc	string.h	96	memcpy	precondition	Unknown	valid_src: valid_read_or_empty(src, n)
